Index,Study field,Institution,Continent,Country,City,N agreements,Agreement_ID,Latitude,Longitude
267,Advanced Migration Studies,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94,-37.7960451,144.9610195
268,Advanced Migration Studies,University of Milan,Europe,Italy,Milano,1,95,45.4757322,9.2282917
269,Advanced Migration Studies,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96,-33.9175994,151.2312369
270,Advanced Migration Studies,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97,35.9046729,-79.0533595
271,Advanced Migration Studies,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98,,
272,Advanced Migration Studies,University of Oslo,Europe,Norway,Oslo,3,99,59.9414173,10.7227683
273,Advanced Migration Studies,University of Oslo,Europe,Norway,Oslo,3,100,59.9414173,10.7227683
274,Advanced Migration Studies,University of Oslo,Europe,Norway,Oslo,3,184,59.9414173,10.7227683
275,Advanced Migration Studies,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101,-45.8649793,170.5146149
276,Advanced Migration Studies,University of Oulu,Europe,Finland,Oulu,1,102,65.0593277,25.4673577
277,Advanced Migration Studies,University of Pisa,Europe,Italy,Pisa,1,185,,
278,Advanced Migration Studies,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103,-27.4981423,153.0111536
279,Advanced Migration Studies,University of Salzburg,Europe,Austria,SALZBURG,1,186,47.7947829,13.0541597
280,Advanced Migration Studies,University of São Paulo,South America,Brazil,Butantã,1,104,-23.5610480,-46.7252264
281,Advanced Migration Studies,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105,53.3729622,-1.5059315
282,Advanced Migration Studies,University of South Florida,North America,USA,Tampa,1,106,28.0599999,-82.4138362
283,Advanced Migration Studies,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107,50.9337516,-1.3806486
284,Advanced Migration Studies,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108,,
285,Advanced Migration Studies,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,109,56.3398554,-2.8117775
286,Advanced Migration Studies,University of Stavanger,Europe,Norway,Stavanger,1,110,58.9377085,5.6937667
287,Advanced Migration Studies,University of Sydney,Australia/Oceania,Australia,Sydney,1,111,-33.8889072,151.1894111
288,Advanced Migration Studies,University of Tartu,Europe,Estonia,Tartu,1,187,58.3810140,26.7195598
289,Advanced Migration Studies,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112,-42.9068220,147.3218083
290,Advanced Migration Studies,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113,-33.8832536,151.2003294
291,Advanced Migration Studies,University of Texas at Austin,North America,USA,Austin,1,114,30.2851494,-97.7339352
292,Advanced Migration Studies,University of the Andes,South America,Colombia,Bogotá,1,115,,
293,Advanced Migration Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116,,
294,Advanced Migration Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117,,
295,Advanced Migration Studies,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118,,
296,Advanced Migration Studies,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119,43.5502208,-79.6626584
297,Advanced Migration Studies,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120,43.7851882,-79.1893305
298,Advanced Migration Studies,University of Toronto - St. George,North America,Canada,Toronto,1,121,43.6634681,-79.3968165
299,Advanced Migration Studies,University of Turku,Europe,Finland,Turku,1,122,60.4560732,22.2864097
300,Advanced Migration Studies,University of Vaasa,Europe,Finland,Vaasa,1,123,63.1043242,21.5935646
301,Advanced Migration Studies,University of Victoria,North America,Canada,Victoria,1,124,,
302,Advanced Migration Studies,University of Warsaw,Europe,Poland,Warszawa,1,125,52.2216394,21.0073770
303,Advanced Migration Studies,University of Washington,North America,USA,Seattle,1,126,47.6554303,-122.3001692
304,Advanced Migration Studies,University of Western Australia,Australia/Oceania,Australia,Perth,1,127,-31.9506520,115.7978755
305,Advanced Migration Studies,University of Wisconsin-Madison,North America,USA,Madison,1,128,43.0802745,-89.4309587
306,Advanced Migration Studies,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129,-34.4050554,150.8783465
307,Advanced Migration Studies,University of Zurich,Europe,Switzerland,Zurich,1,188,47.4968435,8.7298072
308,Advanced Migration Studies,Uppsala University,Europe,Sweden,Uppsala,1,189,59.8576363,17.6294616
309,Advanced Migration Studies,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131,-41.2051787,174.7985379
310,Advanced Migration Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,132,,
311,Advanced Migration Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,190,,
312,Advanced Migration Studies,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133,-33.7683269,150.7301189
313,Advanced Migration Studies,Western University,North America,Canada,London,1,134,43.0054234,-81.2748010
314,Advanced Migration Studies,Yeungnam University,Asia,South Korea,Gyeongbuk,1,191,35.8366301,128.7535120
315,Advanced Migration Studies,Yonsei University,Asia,South Korea,Seoul,1,135,37.5603559,126.9351585
316,Advanced Migration Studies,York University,North America,Canada,Toronto,1,136,43.7739325,-79.4988225
317,African Studies,Åbo Akademi University,Europe,Finland,Abo,1,0,60.4534537,22.2792379
318,African Studies,Arizona State University,North America,USA,Tempe,1,1,33.4213174,-111.9331631
319,African Studies,Australian National University,Australia/Oceania,Australia,Canbarra,1,2,,
320,African Studies,Barnard College,North America,USA,New York City,1,3,40.8094864,-73.9635510
321,African Studies,Boston College,North America,USA,Chestnut Hill,1,4,42.3354481,-71.1682665
322,African Studies,Boston University,North America,USA,Boston,1,5,42.3504215,-71.1032247
323,African Studies,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7,50.0888947,14.4162757
324,African Studies,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8,,
325,African Studies,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9,35.6403751,139.4045306
326,African Studies,City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10,,
327,African Studies,Concordia University,North America,Canada,Montréal,1,11,45.4952440,-73.5785815
328,African Studies,Cornell University,North America,USA,Ithaca,1,12,42.4529076,-76.4800842
329,African Studies,Deakin University,Australia/Oceania,Australia,Melbourne,1,13,-37.8475136,145.1149474
330,African Studies,Ewha Womans University,Asia,South Korea,Seoul,1,15,37.5643371,126.9468925
331,African Studies,Fudan University,Asia,China (Mainland),Shanghai,1,16,,
332,African Studies,Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18,-27.5421950,153.0649526
333,African Studies,Heidelberg University,Europe,Germany,HEIDELBERG,1,19,49.4186003,8.6692402
334,African Studies,Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22,,
335,African Studies,Karlstad University,Europe,Sweden,Karlstad,1,23,,
336,African Studies,Korea University,Asia,South Korea,Soul,1,24,37.5880378,127.0323927
337,African Studies,Linköping University,Europe,Sweden,Linköping,1,25,58.3977911,15.5754544
338,African Studies,Linnæus University,Europe,Sweden,Väjxö,1,26,,
339,African Studies,Luleå University of Technology,Europe,Sweden,Luleå,1,28,65.6182538,22.1383085
340,African Studies,Lund University,Europe,Sweden,Lund,1,29,55.7126504,13.2107587
341,African Studies,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30,,
342,African Studies,McGill University,North America,Canada,Montreal,1,31,45.5068861,-73.5787118
343,African Studies,McMaster University,North America,Canada,Hamilton,1,32,43.2639397,-79.9178252
344,African Studies,Mid Sweden University,Europe,Sweden,Sundsvall,1,33,62.3930729,17.2834483
345,African Studies,Monash University,Australia/Oceania,Australia,Clayton,1,34,-37.9143766,145.1316672
346,African Studies,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35,35.1533087,136.9677806
347,African Studies,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36,19.3215970,-99.1849259
348,African Studies,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37,,
349,African Studies,National University of Colombia,South America,Colombia,Bogota,1,38,4.6387426,-74.0852375
350,African Studies,National University of Singapore,Asia,Singapore,Singapore,1,39,1.2962018,103.7768977
351,African Studies,New York University,North America,USA,New York City,1,40,40.7292053,-73.9950148
352,African Studies,North Carolina State University,North America,USA,Raleigh,1,41,35.7718497,-78.6740870
353,African Studies,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42,,
354,African Studies,Osaka University,Asia,Japan,Suita,1,43,34.8229392,135.5257577
355,African Studies,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44,,
356,African Studies,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45,,
357,African Studies,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46,35.0344040,135.7266470
358,African Studies,Seoul National University,Asia,South Korea,Seoul,1,47,37.4669776,126.9491379
359,African Studies,Simon Fraser University,North America,Canada,Burnaby,1,48,49.2767096,-122.9178030
360,African Studies,Singapore Management University,Asia,Singapore,Singapore,1,49,1.2961680,103.8500437
361,African Studies,Sorbonne University,Europe,France,Paris,1,50,48.8468997,2.3574487
362,African Studies,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51,-33.9326212,18.8650551
363,African Studies,Stockholm University,Europe,Sweden,Stockholm,1,52,59.3661410,18.0595930
364,African Studies,Sungkyunkwan University,Asia,South Korea,Soul,1,53,37.5870459,126.9906264
365,African Studies,Tampere University,Europe,Finland,Tampere,1,54,61.4934627,23.7789500
366,African Studies,Tsinghua University,Asia,China (Mainland),Beijing,1,56,,
367,African Studies,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57,,
368,African Studies,Umeå University,Europe,Sweden,Umea,1,58,63.8217763,20.3043163
369,African Studies,Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59,19.0544632,-98.2849680
370,African Studies,UNIVERSITY OF LISBOA,Europe,Portugal,Lisboa,1,170,38.7527961,-9.1570276
371,African Studies,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60,-22.8533498,-43.2331703
372,African Studies,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62,-34.9189226,138.6042367
373,African Studies,University of Agder,Europe,Norway,Kristiansand,1,63,58.1630985,8.0014426
374,African Studies,University of Akureyri,Europe,Iceland,Akureyri,1,64,,
375,African Studies,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66,-36.8660955,174.7737331
376,African Studies,University of Bergen,Europe,Norway,Bergen,1,68,60.3809342,5.3313021
377,African Studies,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69,52.4522956,-1.9312857
378,African Studies,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70,51.5007679,-2.5503106
379,African Studies,University of British Columbia,North America,Canada,Vancouver,1,71,49.2578915,-123.2429755
380,African Studies,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72,-37.3285798,-59.1385728
381,African Studies,University of Calgary,North America,Canada,Calgary,1,73,51.0750540,-114.1388050
382,African Studies,University of California,North America,USA,Santa Barbara,1,74,34.4146025,-119.8458100
383,African Studies,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75,-43.5232778,172.5823435
384,African Studies,University of Chile,South America,Chile,Santiago,1,76,-33.4580688,-70.6634338
385,African Studies,University of Colorado Boulder,North America,USA,Boulder,1,77,40.0070061,-105.2664423
386,African Studies,University of Eastern Finland,Europe,Finland,Kuopio,1,78,62.8937283,27.6394748
387,African Studies,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79,55.9440765,-3.1883736
388,African Studies,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80,50.7387148,-3.5384011
389,African Studies,University of Geneva,Europe,Switzerland,Geneva,1,81,,
390,African Studies,University of Gothenburg,Europe,Sweden,Goeteborg,1,82,57.6864579,11.9589874
391,African Studies,University of Guelph,North America,Canada,Guelph,1,83,43.5327864,-80.2249974
392,African Studies,University of Helsinki,Europe,Finland,Helsinki,1,84,60.2267221,25.0176700
393,African Studies,University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85,23.1734680,113.4665224
394,African Studies,University of Iceland,Europe,Iceland,Reykjavik,1,86,64.1401832,-21.9539633
395,African Studies,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88,62.2317777,25.7357870
396,African Studies,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89,51.2950874,1.0673313
397,African Studies,University of Lapland,Europe,Finland,Rovaniemi,1,90,66.4857192,25.7181340
398,African Studies,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91,,
399,African Studies,University of Liverpool,Europe,United Kingdom,Liverpool,1,92,53.4072429,-2.9658337
400,African Studies,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93,53.4660226,-2.2330858
401,African Studies,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94,-37.7960451,144.9610195
402,African Studies,University of Milan,Europe,Italy,Milano,1,95,45.4757322,9.2282917
403,African Studies,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96,-33.9175994,151.2312369
404,African Studies,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97,35.9046729,-79.0533595
405,African Studies,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98,,
406,African Studies,University of Oslo,Europe,Norway,Oslo,2,99,59.9414173,10.7227683
407,African Studies,University of Oslo,Europe,Norway,Oslo,2,100,59.9414173,10.7227683
408,African Studies,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101,-45.8649793,170.5146149
409,African Studies,University of Oulu,Europe,Finland,Oulu,1,102,65.0593277,25.4673577
410,African Studies,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103,-27.4981423,153.0111536
411,African Studies,University of São Paulo,South America,Brazil,Butantã,1,104,-23.5610480,-46.7252264
412,African Studies,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105,53.3729622,-1.5059315
413,African Studies,University of South Florida,North America,USA,Tampa,1,106,28.0599999,-82.4138362
414,African Studies,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107,50.9337516,-1.3806486
415,African Studies,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108,,
416,African Studies,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,109,56.3398554,-2.8117775
417,African Studies,University of Stavanger,Europe,Norway,Stavanger,1,110,58.9377085,5.6937667
418,African Studies,University of Sydney,Australia/Oceania,Australia,Sydney,1,111,-33.8889072,151.1894111
419,African Studies,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112,-42.9068220,147.3218083
420,African Studies,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113,-33.8832536,151.2003294
421,African Studies,University of Texas at Austin,North America,USA,Austin,1,114,30.2851494,-97.7339352
422,African Studies,University of the Andes,South America,Colombia,Bogotá,1,115,,
423,African Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116,,
424,African Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117,,
425,African Studies,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118,,
426,African Studies,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119,43.5502208,-79.6626584
427,African Studies,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120,43.7851882,-79.1893305
428,African Studies,University of Toronto - St. George,North America,Canada,Toronto,1,121,43.6634681,-79.3968165
429,African Studies,University of Turku,Europe,Finland,Turku,1,122,60.4560732,22.2864097
430,African Studies,University of Vaasa,Europe,Finland,Vaasa,1,123,63.1043242,21.5935646
431,African Studies,University of Victoria,North America,Canada,Victoria,1,124,,
432,African Studies,University of Warsaw,Europe,Poland,Warszawa,1,125,52.2216394,21.0073770
433,African Studies,University of Washington,North America,USA,Seattle,1,126,47.6554303,-122.3001692
