Index,Study field,Institution,Continent,Country,City,N agreements,Agreement_ID
338,African Studies,Linnæus University,Europe,Sweden,Väjxö,1,26
339,African Studies,Luleå University of Technology,Europe,Sweden,Luleå,1,28
340,African Studies,Lund University,Europe,Sweden,Lund,1,29
341,African Studies,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30
342,African Studies,McGill University,North America,Canada,Montreal,1,31
343,African Studies,McMaster University,North America,Canada,Hamilton,1,32
344,African Studies,Mid Sweden University,Europe,Sweden,Sundsvall,1,33
345,African Studies,Monash University,Australia/Oceania,Australia,Clayton,1,34
346,African Studies,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35
347,African Studies,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36
348,African Studies,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37
349,African Studies,National University of Colombia,South America,Colombia,Bogota,1,38
350,African Studies,National University of Singapore,Asia,Singapore,Singapore,1,39
351,African Studies,New York University,North America,USA,New York City,1,40
352,African Studies,North Carolina State University,North America,USA,Raleigh,1,41
353,African Studies,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42
354,African Studies,Osaka University,Asia,Japan,Suita,1,43
355,African Studies,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44
356,African Studies,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45
357,African Studies,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46
358,African Studies,Seoul National University,Asia,South Korea,Seoul,1,47
359,African Studies,Simon Fraser University,North America,Canada,Burnaby,1,48
360,African Studies,Singapore Management University,Asia,Singapore,Singapore,1,49
361,African Studies,Sorbonne University,Europe,France,Paris,1,50
362,African Studies,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51
363,African Studies,Stockholm University,Europe,Sweden,Stockholm,1,52
364,African Studies,Sungkyunkwan University,Asia,South Korea,Soul,1,53
365,African Studies,Tampere University,Europe,Finland,Tampere,1,54
366,African Studies,Tsinghua University,Asia,China (Mainland),Beijing,1,56
367,African Studies,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57
368,African Studies,Umeå University,Europe,Sweden,Umea,1,58
369,African Studies,Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59
370,African Studies,UNIVERSITY OF LISBOA,Europe,Portugal,Lisboa,1,170
371,African Studies,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60
372,African Studies,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62
373,African Studies,University of Agder,Europe,Norway,Kristiansand,1,63
374,African Studies,University of Akureyri,Europe,Iceland,Akureyri,1,64
375,African Studies,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66
376,African Studies,University of Bergen,Europe,Norway,Bergen,1,68
377,African Studies,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69
378,African Studies,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70
379,African Studies,University of British Columbia,North America,Canada,Vancouver,1,71
380,African Studies,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72
381,African Studies,University of Calgary,North America,Canada,Calgary,1,73
382,African Studies,University of California,North America,USA,Santa Barbara,1,74
383,African Studies,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75
384,African Studies,University of Chile,South America,Chile,Santiago,1,76
385,African Studies,University of Colorado Boulder,North America,USA,Boulder,1,77
386,African Studies,University of Eastern Finland,Europe,Finland,Kuopio,1,78
387,African Studies,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79
388,African Studies,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80
389,African Studies,University of Geneva,Europe,Switzerland,Geneva,1,81
390,African Studies,University of Gothenburg,Europe,Sweden,Goeteborg,1,82
391,African Studies,University of Guelph,North America,Canada,Guelph,1,83
392,African Studies,University of Helsinki,Europe,Finland,Helsinki,1,84
393,African Studies,University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85
394,African Studies,University of Iceland,Europe,Iceland,Reykjavik,1,86
395,African Studies,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88
396,African Studies,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89
397,African Studies,University of Lapland,Europe,Finland,Rovaniemi,1,90
398,African Studies,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91
399,African Studies,University of Liverpool,Europe,United Kingdom,Liverpool,1,92
400,African Studies,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93
401,African Studies,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94
402,African Studies,University of Milan,Europe,Italy,Milano,1,95
403,African Studies,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96
404,African Studies,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97
405,African Studies,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98
406,African Studies,University of Oslo,Europe,Norway,Oslo,2,99
407,African Studies,University of Oslo,Europe,Norway,Oslo,2,100
408,African Studies,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101
409,African Studies,University of Oulu,Europe,Finland,Oulu,1,102
410,African Studies,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103
411,African Studies,University of São Paulo,South America,Brazil,Butantã,1,104
412,African Studies,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105
413,African Studies,University of South Florida,North America,USA,Tampa,1,106
414,African Studies,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107
415,African Studies,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108
416,African Studies,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,109
417,African Studies,University of Stavanger,Europe,Norway,Stavanger,1,110
418,African Studies,University of Sydney,Australia/Oceania,Australia,Sydney,1,111
419,African Studies,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112
420,African Studies,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113
421,African Studies,University of Texas at Austin,North America,USA,Austin,1,114
422,African Studies,University of the Andes,South America,Colombia,Bogotá,1,115
423,African Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116
424,African Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117
425,African Studies,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118
426,African Studies,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119
427,African Studies,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120
428,African Studies,University of Toronto - St. George,North America,Canada,Toronto,1,121
429,African Studies,University of Turku,Europe,Finland,Turku,1,122
430,African Studies,University of Vaasa,Europe,Finland,Vaasa,1,123
431,African Studies,University of Victoria,North America,Canada,Victoria,1,124
432,African Studies,University of Warsaw,Europe,Poland,Warszawa,1,125
433,African Studies,University of Washington,North America,USA,Seattle,1,126
434,African Studies,University of Western Australia,Australia/Oceania,Australia,Perth,1,127
435,African Studies,University of Wisconsin-Madison,North America,USA,Madison,1,128
436,African Studies,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129
437,African Studies,Uppsala University,Europe,Sweden,Uppsala,1,189
438,African Studies,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131
439,African Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",1,132
440,African Studies,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133
441,African Studies,Western University,North America,Canada,London,1,134
442,African Studies,Yonsei University,Asia,South Korea,Seoul,1,135
443,African Studies,York University,North America,Canada,Toronto,1,136
444,Agricultural Economics,Åbo Akademi University,Europe,Finland,Abo,1,0
445,Agricultural Economics,Arizona State University,North America,USA,Tempe,1,1
446,Agricultural Economics,Australian National University,Australia/Oceania,Australia,Canbarra,1,2
447,Agricultural Economics,Barnard College,North America,USA,New York City,1,3
448,Agricultural Economics,Boston College,North America,USA,Chestnut Hill,1,4
449,Agricultural Economics,Boston University,North America,USA,Boston,1,5
450,Agricultural Economics,California Institute of Technology,North America,USA,Pasadena,1,6
451,Agricultural Economics,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7
452,Agricultural Economics,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8
453,Agricultural Economics,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9
454,Agricultural Economics,City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10
455,Agricultural Economics,Concordia University,North America,Canada,Montréal,1,11
456,Agricultural Economics,Cornell University,North America,USA,Ithaca,1,12
457,Agricultural Economics,Czech University of Life Sciences Prague,Europe,Czech Republic,Praha,2,192
458,Agricultural Economics,Czech University of Life Sciences Prague,Europe,Czech Republic,Praha,2,193
459,Agricultural Economics,Deakin University,Australia/Oceania,Australia,Melbourne,1,13
460,Agricultural Economics,ETH Zurich,Europe,Switzerland,Zurich,1,194
461,Agricultural Economics,Ewha Womans University,Asia,South Korea,Seoul,1,15
462,Agricultural Economics,Fudan University,Asia,China (Mainland),Shanghai,1,16
463,Agricultural Economics,Goethe University Frankfurt,Europe,Germany,Frankfurt Am Main,1,17
464,Agricultural Economics,Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18
465,Agricultural Economics,Heidelberg University,Europe,Germany,HEIDELBERG,1,19
466,Agricultural Economics,Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,20
467,Agricultural Economics,Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22
468,Agricultural Economics,Karlstad University,Europe,Sweden,Karlstad,1,23
469,Agricultural Economics,Korea University,Asia,South Korea,Soul,1,24
470,Agricultural Economics,Lincoln University,Australia/Oceania,New Zealand,Lincoln,1,195
471,Agricultural Economics,Linköping University,Europe,Sweden,Linköping,1,25
472,Agricultural Economics,Linnæus University,Europe,Sweden,Väjxö,1,26
473,Agricultural Economics,Luleå University of Technology,Europe,Sweden,Luleå,1,28
474,Agricultural Economics,Lund University,Europe,Sweden,Lund,1,29
475,Agricultural Economics,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30
476,Agricultural Economics,McGill University,North America,Canada,Montreal,1,31
477,Agricultural Economics,McMaster University,North America,Canada,Hamilton,1,32
478,Agricultural Economics,Monash University,Australia/Oceania,Australia,Clayton,1,34
479,Agricultural Economics,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35
480,Agricultural Economics,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36
481,Agricultural Economics,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37
482,Agricultural Economics,National University of Colombia,South America,Colombia,Bogota,1,38
483,Agricultural Economics,National University of Singapore,Asia,Singapore,Singapore,1,39
484,Agricultural Economics,New York University,North America,USA,New York City,1,40
485,Agricultural Economics,North Carolina State University,North America,USA,Raleigh,1,41
486,Agricultural Economics,Norwegian University of Life Sciences (NMBU),Europe,Norway,As,1,196
487,Agricultural Economics,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42
488,Agricultural Economics,Osaka University,Asia,Japan,Suita,1,43
489,Agricultural Economics,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44
490,Agricultural Economics,Purdue University,North America,USA,West Lafayette,1,197
491,Agricultural Economics,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45
492,Agricultural Economics,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46
493,Agricultural Economics,Seoul National University,Asia,South Korea,Seoul,1,47
494,Agricultural Economics,Simon Fraser University,North America,Canada,Burnaby,1,48
495,Agricultural Economics,Singapore Management University,Asia,Singapore,Singapore,1,49
496,Agricultural Economics,Sorbonne University,Europe,France,Paris,1,50
497,Agricultural Economics,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51
498,Agricultural Economics,Stockholm University,Europe,Sweden,Stockholm,1,52
499,Agricultural Economics,Sungkyunkwan University,Asia,South Korea,Soul,1,53
500,Agricultural Economics,Swedish University of Agricultural Sciences (SLU),Europe,Sweden,Uppsala,1,198
501,Agricultural Economics,Tampere University,Europe,Finland,Tampere,1,54
502,Agricultural Economics,Technical University of Munich,Europe,Germany,Muenchen,1,199
503,Agricultural Economics,Tsinghua University,Asia,China (Mainland),Beijing,1,56
504,Agricultural Economics,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57
505,Agricultural Economics,Umeå University,Europe,Sweden,Umea,1,58
506,Agricultural Economics,Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59
507,Agricultural Economics,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60
508,Agricultural Economics,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62
509,Agricultural Economics,University of Agder,Europe,Norway,Kristiansand,1,63
510,Agricultural Economics,University of Akureyri,Europe,Iceland,Akureyri,1,64
511,Agricultural Economics,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66
512,Agricultural Economics,University of Bayreuth,Europe,Germany,Bayreuth,1,200
513,Agricultural Economics,University of Bergen,Europe,Norway,Bergen,1,68
514,Agricultural Economics,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69
515,Agricultural Economics,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70
516,Agricultural Economics,University of British Columbia,North America,Canada,Vancouver,1,71
517,Agricultural Economics,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72
518,Agricultural Economics,University of Calgary,North America,Canada,Calgary,1,73
519,Agricultural Economics,University of California,North America,USA,Santa Barbara,1,74
520,Agricultural Economics,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75
521,Agricultural Economics,University of Chile,South America,Chile,Santiago,1,76
522,Agricultural Economics,University of Colorado Boulder,North America,USA,Boulder,1,77
523,Agricultural Economics,University of Eastern Finland,Europe,Finland,Kuopio,1,78
524,Agricultural Economics,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79
525,Agricultural Economics,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80
